emp_title,emp_length,homeownership,annual_income,debt_to_income,delinq_2y,earliest_credit_line,total_credit_lines,open_credit_lines,total_debit_limit,loan_purpose,loan_amount,balance,account_never_delinq_percent
teacher,9,MORTGAGE,32000,36.19,0,2004,48,16,18500,debt_consolidation,24000,23503.53,97.9
inside account manager,10,RENT,83004,18.29,0,2006,30,14,30500,debt_consolidation,15000,14441.4,96.7
teacher,10,OWN,150000,23.17,0,1998,53,13,12900,credit_card,14000,12341.91,100
teacher,7,MORTGAGE,45000,16.81,1,2006,20,9,28100,debt_consolidation,11000,10157.68,95
hr specialist,1,OWN,58800,24.03,1,2006,25,7,20500,debt_consolidation,16000,0,87.5
pharmacy manager,5,OWN,189000,11.19,0,2005,56,17,82300,debt_consolidation,22000,19225.82,98.2
letter carrier,10,RENT,65000,1.38,0,2000,16,11,62900,debt_consolidation,5000,4747.75,100
operations manager,10,MORTGAGE,96355.33,9.44,2,1999,20,10,3400,debt_consolidation,35000,33934.09,80
manager,10,RENT,65000,7.02,0,2008,9,6,13800,other,40000,38629.65,87.5
sales,3,OWN,85000,10.94,0,1989,15,11,67400,credit_card,12000,10759.06,86.7
registered rn,10,MORTGAGE,109000,9.9,0,2004,28,13,54600,home_improvement,40000,36229.06,96.4
asset protection,10,MORTGAGE,65000,18.8,0,2007,19,11,38600,debt_consolidation,27000,25477.74,94.7
ownner,8,MORTGAGE,117000,13.04,0,1995,37,14,45100,debt_consolidation,32000,29768.89,100
taxidriver,10,RENT,38000,16.9,0,2014,7,7,8900,debt_consolidation,15000,13944.54,100
customer service manager,10,MORTGAGE,52540,28.03,1,1995,14,6,3000,home_improvement,1600,1420.73,75
production associate ,0,MORTGAGE,31300,8.78,0,2012,7,5,16000,debt_consolidation,4000,3586.35,100
regional credit lead,10,MORTGAGE,87276,16.33,0,2004,16,6,0,debt_consolidation,16000,15192.84,100
registered nurse,3,RENT,70000,27.98,1,2002,51,16,15000,debt_consolidation,22050,20659.38,96.1
plant utilities engineer,10,MORTGAGE,80000,8.97,0,2006,17,8,0,vacation,10000,9241.17,100
laboror,8,OWN,18500,34.39,0,1995,11,9,4000,debt_consolidation,10800,9704.72,100
,NA,MORTGAGE,89000,7.45,0,2006,20,8,12800,home_improvement,5000,4532.79,85
city traffic engineer,2,RENT,122000,6.6,0,1996,26,3,29000,credit_card,20000,18540.06,96.2
land technician,5,MORTGAGE,65000,11.27,0,1989,35,20,44800,debt_consolidation,10000,0,91.2
technician ,2,MORTGAGE,34000,7.34,2,2003,20,7,6500,debt_consolidation,15000,13366.62,75
driver,9,OWN,75000,16.21,0,2009,9,6,17300,credit_card,30000,28733.26,100
staff accountant,2,RENT,60000,12.97,0,2006,17,13,26900,credit_card,11500,10660.52,100
support engineer/web designer,10,RENT,45000,17.71,0,1993,13,6,46500,debt_consolidation,18000,17331.81,100
teacher,10,MORTGAGE,50000,31.49,0,1998,41,17,129000,debt_consolidation,40000,34817.92,100
planning manager,3,RENT,72000,22.63,0,2003,35,14,16800,debt_consolidation,9600,8769.98,100
,NA,MORTGAGE,15000,26.48,0,1994,10,8,22600,debt_consolidation,6000,5552.72,100
laborer ,3,MORTGAGE,41000,24.8,0,2001,15,7,0,credit_card,14500,13689.76,100
admin asst ,3,MORTGAGE,100000,9.08,0,2005,15,9,28400,home_improvement,30000,28810.83,93.3
manager,6,RENT,109688,6.4,0,2011,12,8,35500,home_improvement,30000,28125.72,100
nurse,10,RENT,85000,10.24,0,2003,17,9,32300,debt_consolidation,11000,9589.19,100
service technician ,0,RENT,65000,27.77,0,2001,44,23,42800,debt_consolidation,25000,24031.19,100
it qa,6,MORTGAGE,76760,7.7,0,1996,19,7,7500,other,5000,0,100
operations manager,0,MORTGAGE,170000,13.48,0,2006,25,13,52900,debt_consolidation,8000,7080.37,100
manufacturing associate,2,RENT,95000,16.07,0,2012,17,12,39800,credit_card,16000,14840.23,100
principal,10,MORTGAGE,105000,17.1,1,2007,21,16,39700,debt_consolidation,24000,21654.9,95.2
mail handler,2,MORTGAGE,50000,32.14,0,2008,33,21,26300,home_improvement,4800,4254.9,100
teacher,7,MORTGAGE,52000,20.15,1,2007,16,10,9500,debt_consolidation,6000,5458.35,93.8
judge,3,MORTGAGE,170000,9.71,0,1995,23,9,56000,credit_card,36000,34417.59,91.3
receiving ,4,RENT,45000,21.41,0,2006,18,11,19400,debt_consolidation,4000,3824.27,100
,NA,RENT,32000,32.86,1,2005,12,7,1000,debt_consolidation,3000,2717.18,83.3
supply chain administrator,7,RENT,67000,10.23,1,2006,29,7,33800,debt_consolidation,36000,34685.33,95.7
teacher,10,MORTGAGE,58142,21.71,1,2005,23,11,7200,debt_consolidation,15000,14499.3,95.5
,NA,OWN,19000,24.88,0,2007,23,8,3400,medical,10800,10405.7,100
,NA,RENT,26500,25.77,0,1985,19,8,5400,debt_consolidation,1000,892.54,100
field mechanic,10,MORTGAGE,95000,29.78,0,2005,20,12,35000,debt_consolidation,10050,9102.54,100
soldier,10,MORTGAGE,78762,12.28,0,2005,10,4,5900,debt_consolidation,16000,15000.36,100
nanny,1,RENT,40000,21.55,0,2005,43,27,7700,debt_consolidation,8000,7091.56,71.4
president,10,MORTGAGE,175000,14.71,0,1999,24,12,78100,other,8500,7428.16,100
inside wireman,10,RENT,108000,0.29,0,2010,7,3,0,other,35000,33175.76,85.7
vp sales,2,MORTGAGE,220000,15.97,0,1991,35,11,33800,home_improvement,21000,18329.56,85.7
product development ,10,MORTGAGE,120000,12.16,4,2003,31,4,0,debt_consolidation,10000,9296.37,87.1
executive assistant,10,RENT,57000,30.93,0,2003,21,12,18800,debt_consolidation,30000,29086.36,100
finance,5,MORTGAGE,50000,30.82,0,2005,55,24,21600,credit_card,15000,14452.22,100
records,4,MORTGAGE,60000,38.88,0,2004,34,18,12100,debt_consolidation,18000,17367.32,94.1
registered nurse,9,MORTGAGE,65000,30.66,0,2006,20,9,16700,debt_consolidation,27600,25902.83,95
csr,4,RENT,33000,25.45,0,2006,53,29,15600,debt_consolidation,13200,0,98.1
executive assistant,0,RENT,47000,23.34,0,2001,30,20,0,moving,1500,1329.64,86.2
executive assistant,0,RENT,116000,18.95,0,1993,30,20,57400,debt_consolidation,13125,11547.52,96.4
,NA,OWN,49000,11.98,0,1996,33,14,9400,home_improvement,5000,4386.95,100
manager,2,MORTGAGE,180000,8.83,0,2007,26,16,16100,debt_consolidation,20000,18540.05,100
operations specialist ,2,MORTGAGE,55000,11.14,0,2005,42,19,8600,major_purchase,3000,2795.22,100
,NA,OWN,16200,20.44,1,2001,12,4,0,other,5000,4420.65,83.3
coordinator,10,RENT,100000,19.64,0,2006,21,11,34350,credit_card,30000,27856.21,100
apparel sales lead/keyholder,2,RENT,27872,14.3,0,2014,5,5,6500,debt_consolidation,5000,4528.55,100
manager,0,RENT,55000,10.74,0,2010,9,4,12300,credit_card,6000,5465.77,100
customer service manager,5,MORTGAGE,50000,10.02,0,1997,17,11,6200,other,15000,13920.33,94.1
survey tech,10,MORTGAGE,57845,17.97,0,2007,38,21,67800,debt_consolidation,20000,17988.61,100
owner/operator,2,RENT,48000,28.08,0,2009,25,12,30800,debt_consolidation,18750,18190.25,100
owne,6,RENT,140000,34.01,1,2003,28,15,53110,debt_consolidation,35000,31626.97,96
team leader,0,RENT,120000,11.33,0,1996,22,9,20300,debt_consolidation,28000,25419.33,95.2
,NA,RENT,10500,16.11,0,2006,5,3,4800,major_purchase,12500,12181.22,100
training chief,10,RENT,95000,9.46,2,1999,15,6,17000,debt_consolidation,31000,27249.95,80
director of research,0,MORTGAGE,250000,2.59,0,2005,13,7,87100,credit_card,40000,36904.08,100
bookkeeper,2,MORTGAGE,58000,13.66,0,2008,24,13,59500,debt_consolidation,10000,9342.3,100
chief of staff,4,MORTGAGE,240000,18.93,0,1995,29,13,47700,credit_card,40000,36171.45,75.9
designer,5,RENT,70000,15.59,0,2002,22,14,40200,debt_consolidation,8000,7181.26,100
,NA,RENT,0,NA,0,2006,13,4,12100,small_business,40000,37018.15,100
finance and accounting ,5,RENT,37000,29.16,0,2005,12,8,30300,debt_consolidation,8000,7032.07,100
administrative assistant,10,RENT,50000,4.32,0,1989,8,3,2000,debt_consolidation,4000,3609.21,50
director of operations,6,MORTGAGE,217000,6.67,0,1994,52,18,64000,house,18000,6995.65,82.2
receptionist ,6,OWN,30000,34.05,0,2008,26,14,9800,credit_card,9000,0,96.2
cable splicer,10,OWN,140000,11.68,0,2006,23,11,20300,debt_consolidation,20000,19332.26,100
3rd shift supervisor,5,MORTGAGE,54000,9.67,0,2006,21,13,15200,debt_consolidation,9600,8940.14,100
"manager, l&d, nicu",3,MORTGAGE,100000,8.12,0,2006,13,5,10500,debt_consolidation,25000,21761.22,100
trooper,8,RENT,59600,38.26,0,2003,33,15,35000,credit_card,9000,8317.04,100
owner operator,1,RENT,48000,33.28,0,2010,14,10,25000,debt_consolidation,10000,8739,100
business administrator,7,MORTGAGE,112000,7.1,2,1979,25,10,5800,debt_consolidation,15000,13554.39,56
accounts manager,3,RENT,51000,24.61,0,2003,22,9,11600,debt_consolidation,5300,4804.77,100
patient access,3,OWN,33000,21.93,0,2006,25,13,12700,debt_consolidation,15000,14218.17,100
teacher,10,OWN,50000,33.41,0,1996,32,21,23500,debt_consolidation,14000,13270.3,100
owner,3,RENT,105000,7.78,0,2000,24,11,11200,other,20000,18495.86,91.7
executive director,10,MORTGAGE,154000,26.17,0,1980,21,13,43800,debt_consolidation,35000,30549.28,100
,NA,RENT,15000,21.04,0,2003,11,6,3000,debt_consolidation,3000,2788.9,100
outside sales,1,RENT,50000,18.34,0,2011,12,6,16000,debt_consolidation,9000,8352.18,91.7
national acct/business development mgr,5,RENT,95000,19.39,0,1995,29,13,149000,other,5000,4455.51,100
manager,10,MORTGAGE,62000,29.42,6,1986,35,14,4000,debt_consolidation,15000,13262,62.9
phlebotomist,2,RENT,32000,14.72,0,2008,8,6,18700,debt_consolidation,17000,16261.56,100
truck driver,10,RENT,63000,15.52,0,2009,12,9,24300,debt_consolidation,4000,3699.15,100
owner ,10,OWN,160000,4.36,1,2001,5,4,4000,other,35000,31025.59,80
server,3,RENT,30000,15.36,0,2011,6,6,14500,credit_card,16800,0,100
cleaner,2,RENT,3120,215.38,0,2008,9,7,30700,debt_consolidation,18000,15836.56,100
leadman,0,MORTGAGE,53000,7.7,0,2013,9,7,5400,house,13000,11360.72,100
security supervisor,10,MORTGAGE,68000,25.31,0,2003,34,12,13600,house,12000,11403.21,94.1
consultant,2,RENT,77500,29.72,0,2004,21,12,48700,other,14000,12947.11,100
supervisor ,4,RENT,40000,9.93,0,2014,13,11,25000,debt_consolidation,4800,4357.6,92.3
polive officer,10,MORTGAGE,58000,12.44,0,2007,26,15,17300,debt_consolidation,10200,0,100
case manager,10,RENT,40000,32.67,0,2002,10,6,3911,debt_consolidation,18000,16013.16,100
cable/telephone technitian,2,MORTGAGE,75000,4.88,0,2013,8,7,4700,debt_consolidation,4000,3710.06,100
owner,1,RENT,300000,10.78,0,1998,15,7,23800,debt_consolidation,28000,25875.28,100
supervisor,10,MORTGAGE,64000,15.56,0,2000,22,15,11850,debt_consolidation,17000,16067.76,100
mechanic ,2,MORTGAGE,80000,9.03,0,2015,10,9,15200,credit_card,5000,4518.12,100
inland marine underwriter,4,MORTGAGE,115000,12.91,0,1994,17,7,33900,credit_card,10000,9023.01,100
,NA,RENT,16700,1.8,0,2007,2,1,700,car,5000,4762.84,100
,NA,MORTGAGE,55000,23.11,0,1974,12,7,30500,credit_card,15000,14405.42,100
vp customer operations,8,MORTGAGE,90000,26.05,0,1985,18,7,500,home_improvement,12000,11363.42,77.8
"sr security analyst, grc  ",0,MORTGAGE,121800,15.63,0,2006,20,11,53500,credit_card,36000,34590.77,100
medical assistant,10,RENT,38000,24.16,0,2005,23,12,28000,debt_consolidation,24000,23404.43,95.7
county counsel,0,OWN,150000,26.66,0,1990,23,10,42100,credit_card,35000,33175.76,90.9
shipping receiving clerk,7,OWN,45000,14.51,0,2007,11,8,9600,other,14500,12797.42,100
caseworker ,1,MORTGAGE,28000,0,0,2001,23,16,5000,other,2500,2274.68,100
network engineer,9,MORTGAGE,92000,11.91,0,2003,19,10,20700,debt_consolidation,35000,30549.28,100
teacher,10,RENT,120000,12.57,0,1991,26,12,35300,debt_consolidation,22225,0,100
owner ,4,RENT,75000,11.9,0,2007,21,7,11300,major_purchase,35000,32644.79,85.7
county engineer,9,MORTGAGE,138000,15.12,0,1996,48,15,14000,debt_consolidation,30000,28531.58,97.9
,NA,MORTGAGE,111230.9,20.44,0,2006,12,7,11800,debt_consolidation,15000,13223.48,100
lead repair tech,8,MORTGAGE,70000,33.55,0,2005,44,23,18700,debt_consolidation,36000,34319.69,100
rn,10,MORTGAGE,100000,23.82,0,2004,37,14,52700,debt_consolidation,26000,23385.18,100
senior technical coordinator,6,RENT,60198,30.8,7,2004,28,11,6300,moving,3300,3099.31,77.8
teacher,10,MORTGAGE,85000,6.48,0,2004,17,12,55200,debt_consolidation,25000,21793.71,100
evp operations,10,MORTGAGE,325000,7.24,1,2000,18,10,28500,credit_card,20000,12564.53,94.4
service manager,2,RENT,30000,9.08,0,2013,8,7,16500,credit_card,3500,3058.61,100
school counselor,10,MORTGAGE,230000,7.48,0,2006,20,11,26200,credit_card,5000,4722.17,100
financial advisor,0,MORTGAGE,110000,12.67,0,1997,18,12,42400,debt_consolidation,15000,14025.37,100
equipment operator,10,MORTGAGE,48000,20.13,0,1998,15,6,10500,debt_consolidation,10000,8976.56,100
administrative assistant,1,OWN,18624,20.49,0,2005,6,4,0,credit_card,10000,9628.77,100
registered nurse,10,MORTGAGE,87000,29.85,0,1984,17,12,25000,debt_consolidation,24000,23436.77,100
corporate trainer,5,MORTGAGE,41000,12.76,0,1995,6,6,1900,home_improvement,10000,9160.68,100
medicaid eligibility examiner ii,1,RENT,41072,25.92,0,2011,10,9,9400,credit_card,8000,7019.16,90
accountant,4,RENT,75000,13.25,0,2006,35,27,37800,home_improvement,40000,37600,100
support supervisor,7,MORTGAGE,20000,49.94,0,2013,11,8,15000,debt_consolidation,24000,23123.55,100
managing member/owner,10,OWN,300000,27.82,0,1984,43,17,132400,major_purchase,36000,33603.49,100
customer service manager,5,RENT,31000,24.08,0,2012,11,10,12500,debt_consolidation,10000,9336.62,90.9
facilities technician,9,MORTGAGE,44000,29.68,0,2003,21,10,22200,debt_consolidation,8000,2397.76,100
medical assistant,5,MORTGAGE,53000,36.5,0,2003,19,13,33500,debt_consolidation,15000,13808.83,100
shipping and recieving,6,MORTGAGE,65000,30.96,0,1991,46,17,51100,credit_card,25000,23499.98,100
executive director,2,RENT,191000,12.75,1,1993,19,8,5100,debt_consolidation,28000,25264.44,88.9
,NA,MORTGAGE,65000,20.2,0,1980,31,6,18000,debt_consolidation,15000,13598.4,96.8
director,4,MORTGAGE,55000,49.56,0,2009,17,8,61400,credit_card,12000,11097.5,100
tailor/fitter,10,MORTGAGE,60000,14.04,0,1999,12,11,47900,home_improvement,10000,8773.94,100
managing partner,5,OWN,275000,14.2,0,1987,12,10,30000,debt_consolidation,30000,0,100
customer service manager,10,MORTGAGE,50000,18.3,0,2003,12,8,14500,credit_card,9000,8303.4,91.7
engineer,8,RENT,120000,4.93,0,2004,17,3,24000,small_business,7000,6325.37,100
processor/underwriter,10,MORTGAGE,74106,38.41,0,1984,37,11,12500,credit_card,7000,6468.89,100
auditor,10,MORTGAGE,68000,18.55,0,1998,19,7,19000,renewable_energy,10000,9023.01,100
compounder,7,RENT,40000,39.93,0,2007,15,10,14900,other,5000,4511.49,100
purchasing clerk,10,MORTGAGE,39000,0,0,1995,6,3,0,other,4200,3688.43,100
president,8,MORTGAGE,71000,28.72,1,2000,26,13,35500,debt_consolidation,10500,9717.26,92.3
project manager,10,MORTGAGE,85000,14.82,0,2001,43,13,10500,debt_consolidation,10000,0,95.3
correctional officer,10,RENT,55000,25.27,1,1996,13,8,4500,car,6000,5646.12,80
business analysis,1,OWN,165000,31.09,0,1992,34,16,57600,debt_consolidation,14000,13453.47,100
interior designer - sales,3,RENT,68000,11.44,0,1995,17,12,7300,credit_card,4800,4501.62,91.7
pharmacy technician ,9,RENT,46500,18.27,0,1998,22,3,11600,debt_consolidation,12000,11124.02,100
corporate recruiter,4,MORTGAGE,85000,27.08,0,2001,13,10,90000,debt_consolidation,20000,18882.42,100
,10,OWN,20000,27.01,1,1988,24,8,37500,debt_consolidation,38000,36589.38,95.8
administrator,10,MORTGAGE,125000,19.25,0,1998,26,14,29200,debt_consolidation,12000,10538.41,92.3
legal assistant,10,MORTGAGE,83000,11.65,0,2004,19,15,12600,debt_consolidation,20000,19045.42,100
machine operator,0,RENT,22560,7.93,0,2004,12,4,6000,other,5000,4899.84,83.3
material handler,10,OWN,89000,17.89,0,1996,35,23,41300,credit_card,15000,13564.26,97
bus driver,7,RENT,60000,11.48,0,1999,10,8,22400,debt_consolidation,10000,9547.62,100
child welfare worker iii,10,RENT,102000,8.85,2,2001,25,13,23000,credit_card,16000,15224.4,95.7
supervisor,8,MORTGAGE,33000,17.2,2,1992,12,7,22400,debt_consolidation,32000,30491.89,75
teacher,10,MORTGAGE,245000,4.56,0,1993,22,8,42900,house,7200,6228.57,100
shift manager,10,MORTGAGE,80000,5.52,0,2007,6,6,5200,home_improvement,30000,26477.48,100
physical therapist,5,MORTGAGE,60000,18.04,2,1986,57,25,79900,credit_card,28000,26514.69,94.7
cna,10,OWN,57000,35.5,3,1999,42,22,22200,credit_card,11600,10678.79,92.9
managing director,10,MORTGAGE,389000,9.78,0,1984,36,20,178100,credit_card,40000,36937.1,100
nurse practitioner,3,RENT,94000,11.13,0,2002,41,11,20900,small_business,20000,19057.44,92.3
driver,9,MORTGAGE,68000,14.31,2,2004,10,6,4200,debt_consolidation,9000,7964.23,80
fueler ,3,RENT,55000,17.59,0,2012,15,9,18000,credit_card,15000,13108.5,100
city superintendent,10,MORTGAGE,98460,14.72,0,2007,35,20,25800,debt_consolidation,20000,18981.6,100
president/owner,10,MORTGAGE,122000,15.32,0,1999,12,5,15800,debt_consolidation,40000,37337.22,100
,NA,MORTGAGE,70000,21.26,1,1996,27,14,22100,home_improvement,12000,11220.92,96
operations  supervisor,4,RENT,110500,21.99,0,2005,19,13,42500,debt_consolidation,40000,38042.57,100
paramedic,6,MORTGAGE,75000,19.34,0,2004,31,26,36600,other,2100,1845.9,100
principle software engineer,1,RENT,150000,9.32,0,2008,28,17,71400,debt_consolidation,20000,18046.03,96.4
physician,5,MORTGAGE,180000,38.7,0,2000,24,15,25700,home_improvement,11000,10486.56,95.7
owner,5,RENT,40000,40.38,0,2005,22,10,13600,medical,8000,7387.42,100
mlo,10,RENT,125000,21.99,0,2004,25,22,94600,debt_consolidation,35000,33350.52,100
family support worker,5,MORTGAGE,40000,30.09,0,2000,26,11,13200,debt_consolidation,10000,9042.83,69.2
,NA,RENT,36000,19.57,0,2002,6,4,12000,debt_consolidation,16000,14960.42,100
speech language pathologist,10,MORTGAGE,60000,10.4,0,2004,10,5,7800,debt_consolidation,8000,7453.95,100
licensed barber,10,MORTGAGE,92000,16.15,0,2006,49,22,44800,debt_consolidation,35000,30549.28,100
owner ,3,MORTGAGE,67600,17.04,2,1990,16,5,9600,home_improvement,35000,33287.27,68.8
network &support specialist,2,MORTGAGE,62000,18.56,0,2009,15,13,36900,debt_consolidation,25000,22463.84,93.3
cash applications supervisor,1,MORTGAGE,55000,19.05,0,2007,20,10,15700,credit_card,9000,8078.91,100
engineer,3,MORTGAGE,115000,28.56,0,2006,48,18,19700,debt_consolidation,12800,11425.01,97.9
teacher,0,RENT,85000,31.05,0,1986,80,32,15000,debt_consolidation,20000,18219.37,98.8
customer service representative,3,RENT,13050,49.4,0,2007,11,8,22400,credit_card,17000,16314.84,90.9
qa analyst,6,RENT,51000,13.79,1,2011,8,4,4000,debt_consolidation,17000,15570.94,87.5
linemen ,4,RENT,135000,21.82,0,2006,20,10,9900,debt_consolidation,12800,12021.65,85
electrical engineer,10,RENT,80000,0.38,0,1995,9,5,21000,car,9600,8320.66,100
specialist: hope operations,2,MORTGAGE,120000,4.9,0,2007,9,4,7000,credit_card,20000,17564.07,66.7
owner,2,MORTGAGE,150000,2,1,1995,10,5,20100,debt_consolidation,25000,23136.34,70
truck driver,4,RENT,72000,27.05,1,2007,33,8,19300,credit_card,12000,10835.57,96.9
traffic manager,10,RENT,105000,1.85,0,1991,7,5,8000,debt_consolidation,15000,13871.88,100
social worker,1,RENT,60000,40.1,0,1995,23,12,45100,other,5000,4742.56,95.7
recruiter,7,RENT,95000,10.61,0,1994,13,7,10200,debt_consolidation,18000,16805.9,92.3
mortgage servicing specialist,1,MORTGAGE,332000,1.24,0,2012,18,16,9300,other,10000,9407.42,100
maintenance,4,RENT,42000,11.43,0,2007,8,5,4800,debt_consolidation,8000,7461.67,100
manager,4,RENT,24000,26.7,0,2011,14,9,27500,debt_consolidation,15000,13319.42,100
3rd shift plant manager,1,MORTGAGE,88000,8.77,0,2005,18,6,8000,credit_card,18000,15749,94.4
facilities coordinator,10,RENT,53000,0.64,0,2006,13,11,78800,debt_consolidation,3000,2624.82,100
ceo,10,MORTGAGE,375000,19.25,0,1985,27,14,101000,debt_consolidation,30000,26956.63,100
aviation safety inspector,2,RENT,76000,23.57,0,1993,19,7,61800,car,10500,10116.66,100
investigator,10,MORTGAGE,103500,22.06,0,2003,31,19,20600,credit_card,10700,10068.92,96.7
,NA,MORTGAGE,0,NA,0,2006,22,18,19900,debt_consolidation,5000,4663.53,90.9
speech language assistant,10,OWN,32000,35,0,1987,49,21,17900,home_improvement,7000,6316.09,100
director,1,RENT,100000,15.92,0,2002,30,21,39200,credit_card,25000,23722.11,100
tech,6,MORTGAGE,49583,16.44,0,2007,12,6,2000,home_improvement,30000,29213.75,100
paraeducator iii,1,RENT,32000,48.2,0,2006,16,12,16800,debt_consolidation,12000,11136.26,100
rn,9,OWN,100000,2.83,0,2006,16,9,22000,car,6000,5243.39,100
,NA,OWN,0,NA,0,1995,19,9,11000,debt_consolidation,30000,29061.96,89.5
vp of operations,1,MORTGAGE,120000,13.23,0,2009,9,5,9500,home_improvement,8000,7424.16,100
travel agent,10,OWN,49000,7.94,0,2010,6,5,10100,home_improvement,22000,21312.1,100
project mgr,3,RENT,190000,7.47,0,2013,14,12,72600,other,25000,23241.2,100
teacher,10,MORTGAGE,70000,11.18,1,1995,30,10,0,home_improvement,20000,0,96.6
accountant,1,RENT,70000,10.94,0,2004,47,16,36200,debt_consolidation,15600,13712.55,95.7
coordinator ,10,MORTGAGE,65000,19.63,0,1993,20,11,28600,credit_card,30000,28682.05,70.6
it technician,2,MORTGAGE,58000,14.84,0,2010,23,17,10300,debt_consolidation,14000,13671.43,91.3
military officer,9,MORTGAGE,114416,3.3,0,2004,13,7,80800,debt_consolidation,16000,0,100
originator,3,RENT,93500,20.89,2,1996,23,9,28900,debt_consolidation,20000,19297.02,71.4
branch manager,0,RENT,75000,10.61,0,2003,13,6,19600,debt_consolidation,2800,2520.78,53.8
communications,7,MORTGAGE,88000,15.07,0,2004,27,23,74500,debt_consolidation,15000,13448.8,100
rn,2,RENT,65000,23.69,0,2004,26,10,9600,debt_consolidation,25000,23972.79,73.1
live sound engineer,2,RENT,58000,17.67,0,2013,9,8,7100,major_purchase,14000,12289.47,100
pdr technician,10,OWN,75000,22.85,0,2004,20,8,45800,small_business,15000,13160.89,100
customer service agent,10,RENT,77000,20.14,0,2000,7,5,11000,credit_card,15000,13185.1,100
body mechanic,8,OWN,65000,8.42,0,2001,19,6,22800,credit_card,20000,17971.08,94.7
manager,4,MORTGAGE,101576,4.27,1,2003,17,9,12200,major_purchase,25000,23056.94,92.9
bulk cheese cutter,10,MORTGAGE,37780,37.99,0,1986,47,9,2000,other,10000,9703.41,89.4
welder/supervisor ,9,MORTGAGE,83000,9.98,0,2000,15,12,12900,other,5000,4640.09,100
,NA,MORTGAGE,120000,13.68,0,1994,26,18,37200,credit_card,40000,38594.47,100
social worker,0,RENT,65000,13.18,0,1995,10,7,34300,credit_card,10000,9537.61,90
office manager,0,RENT,45000,25.12,1,2008,16,11,14000,credit_card,15000,14004.93,81.3
nurse,8,RENT,92000,13.03,0,2003,19,11,27100,debt_consolidation,22000,20427.64,100
,NA,RENT,25825,10.46,0,1985,7,6,7000,credit_card,5000,4420.65,85.7
operations lead,10,MORTGAGE,110000,18.7,0,1991,24,10,28400,debt_consolidation,30000,26185.11,100
,NA,OWN,11772,38.94,0,1997,12,5,4400,debt_consolidation,11625,11230.88,100
accounts payable,0,RENT,37500,21.12,0,2007,56,24,18500,debt_consolidation,12975,12102,100
controller,10,MORTGAGE,140000,28.12,0,1979,60,36,62600,debt_consolidation,28000,26931.15,100
manager,2,MORTGAGE,68000,17.48,0,2006,23,10,7000,small_business,12000,10728.47,87
bar porter,10,MORTGAGE,34982.21,16.64,0,1999,21,8,26700,other,2000,1747.78,100
rn,10,MORTGAGE,70000,24.55,0,2003,26,13,16600,other,2500,2329.36,92.3
lead custom technician,10,MORTGAGE,60000,6.9,1,2006,19,5,15000,credit_card,10125,9517.47,83.3
lead teacher,3,RENT,26000,26.13,0,2007,12,11,4700,debt_consolidation,6300,5882.04,100
legal secretary,10,MORTGAGE,39000,8.74,0,2004,26,6,8800,major_purchase,2500,0,100
marketing,2,RENT,58900,3.11,0,2013,6,5,20100,debt_consolidation,10000,9234.27,100
commercial credit analyst,4,RENT,48000,9.6,0,2012,11,10,10200,credit_card,3600,3346.69,100
mechanical test manager,2,MORTGAGE,109000,31.06,0,1973,33,17,118200,debt_consolidation,15000,11026.51,100
supervisor ,10,MORTGAGE,35000,36.04,0,1994,34,16,28500,debt_consolidation,10000,9401.48,100
field service tech,2,MORTGAGE,50000,11.14,0,2008,18,7,30100,home_improvement,26000,24982.2,100
insurance counselor,10,OWN,65000,26.31,0,2002,15,11,25500,debt_consolidation,20000,17988.61,100
healthy social behavior specialist,3,MORTGAGE,41442,34.67,0,2001,17,12,8200,debt_consolidation,17425,15378.98,100
manager,6,OWN,95000,20.15,0,2004,16,15,23500,debt_consolidation,8000,7513.52,100
,NA,RENT,10000,125.93,0,2009,8,4,3800,other,11200,10806.32,100
truck driver ,1,RENT,135000,2.92,0,2009,7,6,15000,debt_consolidation,10000,9270.01,100
administrative assistant ,10,MORTGAGE,29000,16.14,0,2001,24,10,10400,debt_consolidation,7700,6712.45,95.8
mechanic,9,MORTGAGE,60000,63.45,0,1992,39,16,105400,debt_consolidation,35000,33311.72,100
building automation technician,7,RENT,94000,25.67,0,2002,27,10,0,debt_consolidation,5000,4423.39,100
crane operator ,0,MORTGAGE,80000,16.94,0,2005,20,9,11900,debt_consolidation,4500,0,85
school counselor,10,MORTGAGE,72000,5.93,0,2002,18,4,12000,debt_consolidation,6500,3424.84,100
designer,3,MORTGAGE,60000,18.42,0,2007,25,13,29500,debt_consolidation,26400,23163.22,95.5
area director,9,MORTGAGE,48391,22.69,0,2006,25,13,61300,small_business,5000,0,100
sales/ cobbler,10,RENT,75000,18.92,0,1997,17,5,3000,debt_consolidation,24000,22646.89,100
officer ,6,RENT,55000,1.09,0,2013,4,2,16000,major_purchase,30000,26217.04,100
sr school lunch helper,8,RENT,28865,13.01,0,2007,26,16,13500,vacation,2400,2118.18,95.7
fulltime,10,MORTGAGE,34000,22.84,0,1983,20,8,7600,debt_consolidation,7000,6489,94.1
,NA,MORTGAGE,64800,10.93,1,1999,13,6,2500,major_purchase,5000,4640.09,84.6
bulk mail technician,10,RENT,60800,11.44,1,1996,33,13,5600,credit_card,3500,3255.95,84.8
plumber/pipefitter,10,OWN,120000,4.22,0,1995,17,8,11900,debt_consolidation,15000,13249.38,93.8
